name,Brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,rpm,Nm,seats
Hyundai i10 Era 1.1,Hyundai,2012,290000,28000,Petrol,Dealer,Manual,First Owner,19.81,1086,68.05,4500,99,5
Chevrolet Beat LS,Chevrolet,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,4400,108,5
Honda Mobilio RS i DTEC,Honda,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,1750,200,7
Datsun GO A EPS,Datsun,2016,350000,16500,Petrol,Individual,Manual,First Owner,20.63,1198,67,4000,104,5
Mahindra KUV 100 mFALCON G80 K8,Mahindra,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82,3550,115,6
Tata Hexa XT,Tata,2018,1575000,25000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,2125,400,7
Ford Fiesta Titanium 1.5 TDCi,Ford,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90,2375,204,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2014,869999,217000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,2400,200,7
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2013,499000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63,1470,180,9
Renault KWID Climber 1.0 AMT,Renault,2017,450000,40000,Petrol,Individual,Automatic,First Owner,24.04,999,67,4250,91,5
Maruti Swift Dzire VXI,Maruti,2015,500000,117000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,4000,115,5
Tata Indica Vista TDI LS,Tata,2014,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405,70,2500,135,5
Mahindra Scorpio LX,Mahindra,2013,520000,110000,Diesel,Individual,Manual,First Owner,12.05,2179,120,2300,290,9
Tata Indigo CS eGLS BS IV,Tata,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,2700,100,5
Mahindra Scorpio 2009-2014 SLE 7S BSIII,Mahindra,2009,380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120,2300,290,7
Hyundai Verna 1.6 SX,Hyundai,2013,500000,87000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,2325,259,5
Maruti Ertiga SHVS ZDI Plus,Maruti,2017,850000,43000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,1750,200,7
Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,2200,320,7
Hyundai i20 1.2 Asta,Hyundai,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Maruti Ritz Genus VDi,Maruti,2010,311000,94000,Diesel,Individual,Manual,Second Owner,21.1,1248,75,2000,190,5
Maruti Zen LXI,Maruti,2006,120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993,60,4500,78,5
Renault KWID 1.0 RXT Optional,Renault,2016,235000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67,4250,91,5
Chevrolet Beat LT,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,4400,106,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,2400,200,7
Tata Harrier XZ BSIV,Tata,2019,1700000,15000,Diesel,Individual,Manual,First Owner,17,1956,138.1,2125,350,5
BMW 5 Series 520d Luxury Line,BMW,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190,2125,400,5
Mahindra XUV500 AT W10 FWD,Mahindra,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16,2179,140,2200,330,7
Maruti Vitara Brezza LDi,Maruti,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,1750,200,5
Maruti Zen Estilo LXI BS IV,Maruti,2009,165000,60000,Petrol,Individual,Manual,First Owner,19,998,67.1,3500,90,5
Maruti Alto 800 LXI,Maruti,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Mahindra Scorpio VLX 2WD ABS AT BSIII,Mahindra,2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179,120,2300,290,8
Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,3250000,12000,Diesel,Individual,Automatic,First Owner,10.91,3198,197,2125,470,7
Tata Indigo CS eLX BS IV,Tata,2017,385000,155000,Diesel,Individual,Manual,First Owner,25,1396,69.01,2400,140,5
Renault KWID 1.0 RXT Optional,Renault,2019,420000,15000,Petrol,Individual,Manual,First Owner,23.01,999,67,4250,91,5
Honda Amaze S Option i-DTEC,Honda,2018,560000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,1750,200,5
Maruti Swift Dzire VDI,Maruti,2017,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248,74,2000,190,5
Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,2014,450000,80000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,1750,172,7
Hyundai EON Magna Plus,Hyundai,2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Maruti Swift ZDI Plus,Maruti,2018,700000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74,2000,190,5
Tata Indigo CS LE (TDI) BS-III,Tata,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,2500,135,5
Renault KWID RXT,Renault,2016,330000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Maruti Alto LXi BSIII,Maruti,2007,140000,35000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,4000,114,5
Chevrolet Beat Diesel,Chevrolet,2011,165000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,1750,150,5
Maruti Wagon R LXI Optional,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,3500,90,5
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,822000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Maruti 800 AC,Maruti,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796,37,2500,59,4
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,2125,180,5
Toyota Fortuner 3.0 Diesel,Toyota,2010,900000,240000,Diesel,Individual,Manual,First Owner,11.5,2982,171,2400,343,7
Maruti Zen Estilo LXI BS IV,Maruti,2010,100000,180000,Petrol,Individual,Manual,Second Owner,19,998,67.1,3500,90,5
Hyundai Creta 1.6 SX Option Executive,Hyundai,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,4850,151,5
Mahindra Xylo E4,Mahindra,2009,150000,300000,Diesel,Individual,Manual,First Owner,14,2498,112,2000,260,7
Renault Captur 1.5 Diesel RXT,Renault,2017,900000,50000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,1750,240,5
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2013,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,2125,219,5
Renault KWID RXT,Renault,2016,261000,90000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Maruti Ertiga VDI,Maruti,2015,650000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,1750,200,7
Maruti Zen Estilo 1.1 LX BSIII,Maruti,2009,120000,110000,Petrol,Individual,Manual,Second Owner,18.2,1061,64,3500,84,5
Maruti Alto STD,Maruti,2008,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Honda City i DTEC S,Honda,2015,600000,54700,Diesel,Dealer,Manual,First Owner,26,1498,98.6,1750,200,5
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,2400,200,8
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,2400,200,8
Audi A6 35 TFSI Matrix,Audi,2019,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798,187.74,2750,320,5
Mahindra Xylo D2,Mahindra,2011,180000,120000,Diesel,Individual,Manual,Second Owner,13,2489,95,2000,220,8
Hyundai Verna 1.6 SX,Hyundai,2011,400000,221889,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,2325,259,5
Maruti Alto 800 LXI,Maruti,2017,310000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Hyundai Verna SX CRDi AT,Hyundai,2012,500000,90000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.32,2325,259,5
Fiat Punto Pure 1.2L FIRE,Fiat,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67,2500,96,5
Mahindra Bolero 2011-2019 DI BSIII,Mahindra,2014,350000,167000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,1470,180,8
Maruti Alto LXi BSIII,Maruti,2009,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Hyundai Verna 1.6 CRDi S,Hyundai,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,2325,259,5
Volvo S60 D4 SUMMUM,Volvo,2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,9,1984,181,2125,400,5
Maruti Wagon R VXI BS IV,Maruti,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,3500,90,5
Maruti Celerio VXI,Maruti,2020,475000,13000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,3500,90,5
Maruti Swift VDI,Maruti,2013,335000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,2000,190,5
Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2016,925000,79000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,2325,259,5
Honda Jazz 1.2 SV i VTEC,Honda,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,4800,110,5
Maruti Swift Dzire LDi,Maruti,2011,240000,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,2000,190,5
Tata Indigo TDI,Tata,2008,210000,100000,Diesel,Individual,Manual,First Owner,19.61,1405,70,2500,135,5
Skoda Rapid 1.5 TDI AT Ambition,Skoda,2016,660000,78010,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,2000,250,5
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,340000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,67,2000,160,5
Maruti Omni E MPI STD BS IV,Maruti,2017,220000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,2500,59,8
Maruti Ertiga VXI,Maruti,2012,560000,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,4000,130,7
Tata Indigo CS LX (TDI) BS III,Tata,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396,69,2500,135,5
Hyundai Santro Xing GLS,Hyundai,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,3000,96,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,Ford,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,2500,205,5
Toyota Fortuner 4x4 AT,Toyota,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,2300,360,7
Renault Duster 110PS Diesel RxZ,Renault,2014,600000,114000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,2250,248,5
Maruti Baleno Delta 1.2,Maruti,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,4000,115,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,880000,33000,Diesel,Individual,Manual,First Owner,23,1498,98.96,2500,205,5
Mahindra XUV500 W10 2WD,Mahindra,2015,850000,140000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Honda Brio 1.2 S MT,Honda,2017,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,4500,109,5
Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,2125,180,5
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,899000,80000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,2325,259,5
Maruti Eeco Smiles 5 Seater AC,Maruti,2013,275000,80000,Petrol,Individual,Manual,Second Owner,15.1,1196,73,3000,101,5
Mahindra XUV500 W8 AWD,Mahindra,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.1,2179,140,2200,330,7
Toyota Fortuner 2.8 2WD AT BSIV,Toyota,2018,2900000,49000,Diesel,Individual,Automatic,First Owner,12.9,2755,174.5,2000,450,7
Ford Figo Aspire 1.5 TDCi Titanium,Ford,2015,433000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99,2375,215,5
Maruti Ignis 1.3 Alpha,Maruti,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74,2000,190,5
Honda Amaze S i-Dtech,Honda,2015,430000,97000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,1750,200,5
Toyota Innova Crysta 2.7 ZX AT BSIV,Toyota,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,4000,245,7
Volkswagen Polo 1.5 TDI Highline,Volkswagen,2014,391000,120000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,2000,230,5
Maruti Swift Dzire VXI,Maruti,2016,574000,35000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,4000,115,5
Renault Lodgy Stepway 110PS RXZ 7S,Renault,2015,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,1750,245,7
Hyundai Santro Xing GLS,Hyundai,2008,114999,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,3000,96,5
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,Volkswagen,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74,3650,110,5
Ford Figo Diesel ZXI,Ford,2012,300000,70000,Diesel,Individual,Manual,Second Owner,20,1399,68,2000,160,5
Hyundai Verna VTVT 1.6 SX Option,Hyundai,2019,1149000,5000,Petrol,Individual,Manual,First Owner,17,1591,121.3,4850,151,5
Hyundai i10 Sportz 1.1L,Hyundai,2015,310000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,4500,99,5
Maruti Alto LXi,Maruti,2012,180000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Maruti 800 DX,Maruti,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37,2500,59,4
Honda Amaze E i-VTEC,Honda,2017,475000,57000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,4500,109,5
BMW 7 Series 730Ld,BMW,2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258,1500,560,5
Maruti Swift VDI BSIV,Maruti,2015,545000,180000,Diesel,Individual,Manual,First Owner,25.2,1248,74,2000,190,5
Hyundai Grand i10 CRDi Sportz,Hyundai,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24,1120,70,2125,160,5
Tata Indica V2 eLX,Tata,2014,160000,120000,Diesel,Individual,Manual,First Owner,25,1396,69,2400,140,5
Tata Indica Vista TDI LS,Tata,2011,110000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70,2500,135,5
Volkswagen Jetta 2.0L TDI Highline,Volkswagen,2013,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,2125,320,5
Maruti Wagon R LXI,Maruti,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,3500,90,5
Hyundai Accent Executive,Hyundai,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495,93.7,3500,124,5
Tata Tiago 1.2 Revotron XZ,Tata,2016,350000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Tata Tiago XT,Tata,2018,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,3300,113,5
Maruti Alto 800 LXI,Maruti,2016,305000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,3500,69,5
Mahindra KUV 100 D75 K8,Mahindra,2017,400000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77,2000,190,6
Maruti Swift VXI,Maruti,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,4200,113,5
Maruti Alto K10 VXI,Maruti,2017,350000,27000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,3500,90,5
Tata Indica Vista Safire GLX,Tata,2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172,64.1,3000,96,5
Hyundai i20 Sportz Option 1.2,Hyundai,2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Datsun RediGO 1.0 T Option,Datsun,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67,4250,91,5
Renault Fluence Diesel E4,Renault,2012,250000,120000,Diesel,Individual,Manual,Third Owner,21.8,1461,78,2000,240,5
Mahindra Supro LX 8 Str,Mahindra,2018,500000,10000,Diesel,Individual,Manual,First Owner,23.5,909,45,2300,98,8
Mahindra Thar CRDe AC,Mahindra,2014,700000,40000,Diesel,Individual,Manual,Second Owner,16.55,2498,105,1900,247,6
Mahindra NuvoSport N8,Mahindra,2016,600000,100000,Diesel,Individual,Manual,First Owner,17.45,1493,100,2200,240,7
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,2125,219,5
Maruti Alto K10 VXI,Maruti,2014,300000,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,3500,90,5
Hyundai i10 Magna,Hyundai,2008,200000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,4000,111,5
Tata Hexa XM,Tata,2017,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,2125,400,7
Tata Harrier XZ Plus,Tata,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17,1956,167.67,2125,350,5
Tata Nano Twist XE,Tata,2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4,624,37.5,500,51,4
Maruti Swift Dzire VDI,Maruti,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,2000,190,5
Mahindra Scorpio 1.99 S4 Plus,Mahindra,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997,120,2300,280,7
Maruti Omni E MPI STD BS IV,Maruti,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,2500,59,8
Ford Figo Aspire 1.5 TDCi Titanium,Ford,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498,99,2375,215,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,Mahindra,2013,500000,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,1800,195,7
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,990000,60000,Diesel,Individual,Manual,First Owner,23,1498,98.96,2500,205,5
Maruti Alto LX,Maruti,2004,100000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Maruti Alto K10 2010-2014 VXI,Maruti,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,3500,90,5
Maruti Vitara Brezza ZDi,Maruti,2017,725000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Ford Freestyle Titanium Plus Diesel BSIV,Ford,2018,750000,24000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,2375,215,5
Maruti Ertiga LDI Option,Maruti,2013,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,1750,200,7
Tata Nano XE,Tata,2015,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624,37.48,4000,51,4
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,Mahindra,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70,1800,195,7
BMW 5 Series 523i,BMW,2010,975000,72200,Petrol,Dealer,Automatic,Second Owner,10.8,2497,150,2750,250,5
Hyundai Accent Executive,Hyundai,2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,3500,124,5
Honda City i VTEC CVT VX,Honda,2015,950000,30000,Petrol,Individual,Automatic,First Owner,18,1497,117.3,4600,145,5
Hyundai Elite i20 Magna Plus BSIV,Hyundai,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,4000,117,5
Ford Figo Diesel Celebration Edition,Ford,2013,229999,70000,Diesel,Individual,Manual,First Owner,20,1399,68.1,2000,160,5
Maruti 800 AC,Maruti,1997,50000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37,2500,59,4
Hyundai i20 2015-2017 Magna 1.4 CRDi,Hyundai,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,2125,219,5
Tata Indica Vista Aqua 1.4 TDI,Tata,2009,120000,120000,Diesel,Individual,Manual,First Owner,17,1405,71,2500,135,5
Mahindra XUV500 AT W6 2WD,Mahindra,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16,2179,140,2200,330,7
Hyundai i10 Sportz,Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,4000,111,5
Mahindra XUV500 W8 2WD,Mahindra,2014,650000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,2200,330,7
Maruti Celerio VXI,Maruti,2017,425000,12000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,3500,90,5
Maruti Swift VDI,Maruti,2013,500000,53000,Diesel,Individual,Manual,First Owner,22.9,1248,74,2000,190,5
Mahindra Thar 4X4,Mahindra,2013,770000,85000,Diesel,Individual,Manual,First Owner,16.55,2498,105,1900,247,7
Renault Duster 85PS Diesel RxL Optional,Renault,2012,545000,90000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,1900,200,5
Maruti Alto K10 VXI,Maruti,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,3500,90,5
Maruti Wagon R VXI Minor,Maruti,2010,200000,80000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,3500,84,5
Mahindra Xylo D2 BS IV,Mahindra,2010,300000,120000,Diesel,Individual,Manual,Second Owner,14,2489,95,2000,220,8
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2018,969999,21871,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,2125,260,5
Tata Tigor 1.2 Revotron XZ Option,Tata,2018,550000,23000,Petrol,Individual,Manual,First Owner,20.3,1199,84,3500,114,5
Hyundai EON Magna Plus,Hyundai,2017,320000,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Hyundai Santro Xing GL,Hyundai,2008,105000,128000,Petrol,Individual,Manual,First Owner,0,1086,62,3000,96,5
Hyundai i10 Magna,Hyundai,2014,320000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,4000,111,5
Hyundai EON D Lite Plus,Hyundai,2016,270000,7672,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Maruti Alto 800 LX Optional,Maruti,2017,250000,42000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Tata Manza Aura (ABS) Quadrajet,Tata,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248,90,2375,200,5
Honda Jazz 1.2 V i VTEC,Honda,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,4800,110,5
Maruti Ciaz ZXi,Maruti,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,4000,130,5
Tata Indica V2 eLS,Tata,2014,160000,90000,Diesel,Individual,Manual,First Owner,25,1396,69,2400,140,5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,2016,520000,29000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,2013,300000,70000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,1750,172,7
Maruti Wagon R LXI Minor,Maruti,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67,3500,84,5
Maruti Alto K10 VXI,Maruti,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,3500,90,5
Hyundai EON Magna Plus,Hyundai,2015,280000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Maruti Wagon R AMT VXI,Maruti,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998,67,3500,90,5
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2016,560000,35000,Petrol,Individual,Manual,First Owner,16.2,1199,74,3650,110,5
Ford Figo Diesel Celebration Edition,Ford,2013,229999,230000,Diesel,Individual,Manual,First Owner,20,1399,68.1,2000,160,5
Renault KWID RXT,Renault,2015,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,4386,72,5
Maruti Swift Dzire VDI Optional,Maruti,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,2000,190,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,950000,35000,Diesel,Individual,Manual,First Owner,23,1498,98.96,2500,205,5
Maruti Zen D,Maruti,2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527,58,2250,789,5
Datsun RediGO 1.0 S,Datsun,2018,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67,4250,91,5
Honda Jazz V Diesel,Honda,2017,525000,37151,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,1750,200,5
Ford Figo Petrol ZXI,Ford,2010,250000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196,70,4000,102,5
Maruti Celerio X ZXI Option BSIV,Maruti,2017,400000,52000,Petrol,Individual,Manual,First Owner,21.63,998,67,3500,90,5
Maruti Swift VDI,Maruti,2013,370000,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,2000,190,5
Hyundai i10 Magna,Hyundai,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,4000,111,5
Maruti Ciaz 1.3 Alpha,Maruti,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,1750,200,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179,120,2300,290,8
Hyundai i20 Asta 1.4 CRDi,Hyundai,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Maruti Swift Dzire VDI,Maruti,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,2000,180,5
Tata Indigo CS LX (TDI) BS III,Tata,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69,2500,135,5
Honda City 1.5 V Inspire,Honda,2010,350000,110000,Petrol,Individual,Manual,Third Owner,17,1497,118,4800,146,5
Toyota Innova Crysta 2.4 ZX MT BSIV,Toyota,2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,2100,343,7
